SK_ID_CURR,TARGET,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_INCOME_TYPE,OCCUPATION_TYPE,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,REGION_RATING_CLIENT,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE,YEARS_EMPLOYED
100019,0,M,0,157500.0,299772.0,20160.0,247500.0,Secondary,Single,Working,Laborers,1.0,Y,Y,Rented apartment,0.34663398139668,0.6785676886853644,3.0,0.0,0.0,1.0,23,3
100020,0,M,0,108000.0,509602.5,26149.5,387000.0,Secondary,Married,Working,Drivers,2.0,N,N,House / apartment,0.2363778398884225,0.0621030378372968,2.0,0.0,1.0,0.0,35,3
100021,0,F,1,81000.0,270000.0,13500.0,270000.0,Secondary,Married,Working,Laborers,3.0,N,Y,House / apartment,0.6835133461914255,0.5352762504724826,2.0,0.0,0.0,0.0,26,0
100022,0,F,0,112500.0,157500.0,7875.0,157500.0,Secondary,Widow,Working,Laborers,1.0,N,Y,House / apartment,0.7064284028871654,0.5567274263630174,1.0,0.0,0.0,0.0,48,21
100023,0,F,1,90000.0,544491.0,17563.5,454500.0,Higher education,Single,State servant,Core staff,2.0,N,Y,House / apartment,0.5866171400119664,0.4776491548517548,2.0,0.0,0.0,2.0,31,5
100024,0,M,0,135000.0,427500.0,21375.0,427500.0,Secondary,Married,Working,Laborers,2.0,Y,Y,House / apartment,0.113374512719927,0.5352762504724826,2.0,0.0,0.0,0.0,50,11
100025,0,F,1,202500.0,1132573.5,37561.5,927000.0,Secondary,Married,Commercial associate,Sales staff,3.0,Y,Y,House / apartment,0.2337669575081463,0.5424451438613613,2.0,0.0,1.0,4.0,40,4
100026,0,F,1,450000.0,497520.0,32521.5,450000.0,Secondary,Married,Working,Sales staff,3.0,N,N,Rented apartment,0.457142971588935,0.3589512285783967,3.0,0.0,0.0,5.0,30,11
100027,0,F,0,83250.0,239850.0,23850.0,225000.0,Secondary,Married,Pensioner,Unknown,2.0,N,Y,House / apartment,0.6243047373592765,0.6690566947824041,3.0,0.0,0.0,3.0,68,1000
100029,0,M,2,135000.0,247500.0,12703.5,247500.0,Secondary,Married,Working,Drivers,4.0,Y,N,House / apartment,0.7861793090532118,0.5656079814115492,2.0,0.0,0.0,0.0,30,2
100030,0,F,0,90000.0,225000.0,11074.5,225000.0,Secondary,Married,Working,Cleaning staff,2.0,N,Y,House / apartment,0.6514056365297631,0.4614823912998385,2.0,0.0,0.0,0.0,52,9
100031,1,F,0,112500.0,979992.0,27076.5,702000.0,Secondary,Widow,Working,Cooking staff,1.0,N,Y,House / apartment,0.5484771599678789,0.190705947811054,3.0,0.0,2.0,2.0,51,7
100032,0,M,1,112500.0,327024.0,23827.5,270000.0,Secondary,Married,Working,Laborers,3.0,N,Y,House / apartment,0.5411237022695412,0.6594055320683344,2.0,0.0,0.0,0.0,43,3
100033,0,M,0,270000.0,790830.0,57676.5,675000.0,Higher education,Single,State servant,Unknown,1.0,Y,Y,House / apartment,0.6850109901296888,0.524496446363472,1.0,1.0,0.0,1.0,27,4
100034,0,M,0,90000.0,180000.0,9000.0,180000.0,Higher education,Single,Working,Laborers,1.0,N,Y,With parents,0.5027790378786304,0.5352762504724826,2.0,0.0,0.0,0.0,28,2
100035,0,F,0,292500.0,665892.0,24592.5,477000.0,Secondary,Civil marriage,Commercial associate,Unknown,2.0,N,Y,House / apartment,0.479987342189869,0.4101025731788671,2.0,1.0,0.0,5.0,41,7
100036,0,F,0,112500.0,512064.0,25033.5,360000.0,Secondary,Civil marriage,Working,Private service staff,2.0,N,Y,House / apartment,0.6273004007953609,0.5352762504724826,2.0,0.0,2.0,5.0,30,3
100037,0,F,0,90000.0,199008.0,20893.5,180000.0,Secondary,Civil marriage,Working,Laborers,2.0,N,N,House / apartment,0.5594667916353414,0.7981372313187245,2.0,0.0,0.0,2.0,35,12
100039,0,M,1,360000.0,733315.5,39069.0,679500.0,Secondary,Married,Commercial associate,Drivers,3.0,Y,N,House / apartment,0.3217448956617718,0.4118485559242397,2.0,0.0,1.0,1.0,32,5
100040,0,F,0,135000.0,1125000.0,32895.0,1125000.0,Higher education,Married,State servant,Core staff,2.0,N,Y,House / apartment,0.1724975081477771,0.5352762504724826,2.0,0.0,0.0,0.0,43,12
100041,0,F,0,112500.0,450000.0,44509.5,450000.0,Higher education,Married,Working,Sales staff,2.0,N,N,House / apartment,0.6631580756296298,0.6785676886853644,2.0,0.0,0.0,0.0,33,3
100043,0,F,2,198000.0,641173.5,23157.0,553500.0,Secondary,Married,Commercial associate,Private service staff,4.0,N,Y,House / apartment,0.6816988025574287,0.7544061731797895,2.0,0.0,1.0,1.0,47,2
100044,0,M,0,121500.0,454500.0,15151.5,454500.0,Secondary,Married,Working,Drivers,2.0,N,Y,House / apartment,0.7197985370372056,0.722392890081304,2.0,1.0,0.0,0.0,57,3
100045,0,F,0,99000.0,247275.0,17338.5,225000.0,Secondary,Married,Pensioner,Unknown,2.0,N,Y,House / apartment,0.6507647995068742,0.7517237147741489,2.0,0.0,0.0,2.0,65,1000
100046,0,M,0,180000.0,540000.0,27000.0,540000.0,Higher education,Married,Working,Managers,2.0,Y,Y,House / apartment,0.7380532835697358,0.6058362647264226,2.0,1.0,0.0,1.0,44,4
100047,1,M,0,202500.0,1193580.0,35028.0,855000.0,Secondary,Married,Commercial associate,Laborers,2.0,N,Y,House / apartment,0.306840586048305,0.3201633668633456,2.0,2.0,0.0,4.0,47,3
100048,0,F,0,202500.0,604152.0,29196.0,540000.0,Secondary,Married,Working,Laborers,2.0,N,Y,House / apartment,0.0373152355612163,0.5352762504724826,2.0,0.0,0.0,5.0,46,1
100049,1,F,0,135000.0,288873.0,16258.5,238500.0,Secondary,Civil marriage,Working,Sales staff,2.0,N,N,House / apartment,0.6742032101473874,0.3996756156233169,3.0,0.0,0.0,2.0,36,9
100050,0,F,0,108000.0,746280.0,42970.5,675000.0,Higher education,Single,Pensioner,Unknown,1.0,N,Y,House / apartment,0.7661378050275851,0.6848276586890367,2.0,0.0,0.0,3.0,64,1000
100051,0,M,0,202500.0,661702.5,48280.5,598500.0,Secondary,Civil marriage,Working,Unknown,2.0,N,Y,House / apartment,0.6315186311742824,0.5352762504724826,2.0,0.0,0.0,0.0,26,2
100052,0,F,1,90000.0,180000.0,9000.0,180000.0,Secondary,Civil marriage,Working,Sales staff,3.0,N,Y,House / apartment,0.535542260363498,0.5352762504724826,2.0,0.0,0.0,0.0,21,2
100053,0,F,0,202500.0,305221.5,17649.0,252000.0,Secondary,Single,Pensioner,Unknown,1.0,N,Y,House / apartment,0.2476647173356162,0.475849908720221,2.0,0.0,2.0,4.0,55,1000
100054,0,F,0,99000.0,260640.0,26838.0,225000.0,Secondary,Married,Working,Medicine staff,2.0,N,Y,House / apartment,0.0892406534424171,0.7281412993111438,2.0,0.0,0.0,2.0,55,14
100055,0,F,0,130500.0,1350000.0,37255.5,1350000.0,Secondary,Married,State servant,Managers,2.0,N,N,House / apartment,0.5891866296961207,0.4668640059537032,3.0,0.0,0.0,0.0,54,12
100056,0,M,0,360000.0,1506816.0,49927.5,1350000.0,Secondary,Married,Working,Laborers,2.0,Y,Y,House / apartment,0.5239340474953537,0.5352762504724826,2.0,0.0,0.0,0.0,50,26
100058,0,F,0,54000.0,135000.0,6750.0,135000.0,Higher education,Married,State servant,Core staff,2.0,N,Y,House / apartment,0.4508497225560816,0.4794489811780563,2.0,0.0,0.0,0.0,33,3
100059,0,M,1,540000.0,675000.0,34596.0,675000.0,Higher education,Married,Commercial associate,Managers,3.0,Y,Y,House / apartment,0.7133545848531052,0.3092753558842053,2.0,0.0,0.0,3.0,51,19
100060,0,M,0,76500.0,454500.0,14661.0,454500.0,Secondary,Married,Working,Unknown,2.0,Y,N,House / apartment,0.705947456699447,0.7992967832109371,2.0,1.0,0.0,0.0,33,2
100061,0,F,2,225000.0,314055.0,16164.0,238500.0,Higher education,Married,Commercial associate,Core staff,4.0,N,Y,House / apartment,0.7029791046049891,0.7016957740576931,2.0,0.0,0.0,5.0,28,3
100062,0,M,0,81000.0,675000.0,32472.0,675000.0,Secondary,Married,Pensioner,Unknown,2.0,Y,N,House / apartment,0.6628649268152181,0.7380196196295241,2.0,0.0,0.0,2.0,50,1000
100063,0,F,0,180000.0,837427.5,45558.0,666000.0,Higher education,Married,Working,Managers,2.0,N,Y,House / apartment,0.6166372926426479,0.0701088438273582,2.0,1.0,0.0,4.0,35,11
100064,0,F,0,67500.0,298728.0,15381.0,202500.0,Secondary,Single,Pensioner,Unknown,1.0,N,N,Municipal apartment,0.6227082733555896,0.1694287272664794,2.0,0.0,0.0,0.0,59,1000
100068,0,M,0,81000.0,247500.0,12375.0,247500.0,Secondary,Married,Working,Security staff,2.0,N,Y,House / apartment,0.6091352920795285,0.5136937663039473,2.0,0.0,0.0,0.0,49,6
100069,0,M,1,360000.0,640458.0,27265.5,517500.0,Secondary,Separated,Working,Laborers,2.0,Y,Y,House / apartment,0.2567370429595146,0.7076993447402619,2.0,0.0,1.0,3.0,38,4
100070,0,M,0,540000.0,1227901.5,46899.0,1129500.0,Higher education,Widow,Working,Managers,1.0,Y,Y,House / apartment,0.6535972121081295,0.3392876999089139,1.0,0.0,0.0,0.0,56,5
100071,0,F,0,180000.0,1663987.5,86989.5,1588500.0,Secondary,Married,Commercial associate,Accountants,2.0,N,Y,House / apartment,0.5706663563799912,0.6971469077844458,2.0,2.0,0.0,1.0,55,6
100072,0,M,0,180000.0,1080000.0,44118.0,1080000.0,Incomplete higher,Single,Working,Sales staff,1.0,N,N,With parents,0.0265407750366898,0.434733248750173,2.0,0.0,0.0,4.0,21,3
100073,0,M,0,324000.0,1130760.0,40189.5,810000.0,Higher education,Civil marriage,Pensioner,Unknown,2.0,Y,Y,House / apartment,0.7330511930996613,0.2340151665320674,2.0,0.0,1.0,1.0,62,1000
100075,0,F,0,112500.0,95940.0,10462.5,90000.0,Higher education,Single,Working,Unknown,1.0,N,N,House / apartment,0.6645439411246608,0.4920600938649263,2.0,0.0,0.0,5.0,33,10
100076,0,M,0,180000.0,315000.0,9679.5,315000.0,Secondary,Married,Commercial associate,Drivers,2.0,Y,N,House / apartment,0.5848873555356944,0.0950703958413326,2.0,0.0,0.0,0.0,37,6
100077,0,M,0,180000.0,1256400.0,40657.5,900000.0,Secondary,Single,Commercial associate,Core staff,1.0,N,Y,House / apartment,0.6473478219828046,0.5620604831738043,1.0,0.0,0.0,8.0,33,1
100078,0,F,0,180000.0,1035000.0,43983.0,1035000.0,Higher education,Married,State servant,Core staff,2.0,Y,Y,House / apartment,0.5172704004425673,0.4294236843421945,2.0,0.0,0.0,3.0,53,13
100079,0,M,0,225000.0,270000.0,13500.0,270000.0,Secondary,Separated,Working,Laborers,1.0,N,Y,Municipal apartment,0.5619229565929612,0.4135967602644276,2.0,1.0,0.0,0.0,42,0
100080,0,F,1,157500.0,450000.0,22500.0,450000.0,Secondary,Civil marriage,Commercial associate,Sales staff,3.0,N,N,House / apartment,0.1238882922844139,0.8327850252992314,2.0,0.0,0.0,5.0,32,8
100081,0,M,0,180000.0,450000.0,21109.5,450000.0,Secondary,Civil marriage,Commercial associate,Laborers,2.0,Y,N,House / apartment,0.6454384930609306,0.5352762504724826,2.0,0.0,0.0,0.0,29,0
100082,0,M,2,180000.0,450000.0,21109.5,450000.0,Higher education,Married,Commercial associate,Laborers,4.0,N,N,House / apartment,0.6865047975453018,0.3944954053123993,2.0,1.0,0.0,2.0,32,7
100083,0,M,0,103500.0,573628.5,24435.0,463500.0,Secondary,Married,Working,Laborers,2.0,Y,Y,House / apartment,0.7071263161734994,0.5971924268337128,2.0,0.0,0.0,3.0,42,2
100084,0,M,2,225000.0,495351.0,26140.5,459000.0,Secondary,Separated,Working,Laborers,3.0,N,Y,House / apartment,0.5705270507243844,0.6940926425266661,2.0,0.0,1.0,0.0,40,3
100085,0,M,1,157500.0,755190.0,28894.5,675000.0,Secondary,Married,Working,Drivers,3.0,N,Y,House / apartment,0.3687189849837431,0.3589512285783967,2.0,0.0,0.0,0.0,30,6
100086,0,F,1,135000.0,675000.0,21775.5,675000.0,Higher education,Widow,Commercial associate,Laborers,2.0,N,Y,House / apartment,0.5698732368655826,0.1986200451074864,2.0,1.0,4.0,2.0,39,6
100087,0,F,1,202500.0,1288350.0,37800.0,1125000.0,Secondary,Married,Working,Cooking staff,3.0,N,Y,House / apartment,0.5720641471414096,0.191821602413606,3.0,0.0,0.0,3.0,48,5
100088,0,F,0,112500.0,135000.0,6750.0,135000.0,Higher education,Married,Commercial associate,Unknown,2.0,N,N,House / apartment,0.5851740300889305,0.4083588531230431,2.0,0.0,0.0,2.0,53,11
100089,0,M,0,135000.0,337761.0,15781.5,256500.0,Secondary,Civil marriage,Working,Laborers,2.0,N,Y,House / apartment,0.5500579930157645,0.5352762504724826,2.0,0.0,0.0,3.0,26,7
100093,0,F,1,94500.0,585000.0,28273.5,585000.0,Secondary,Married,Working,Core staff,3.0,N,Y,House / apartment,0.4885999153777029,0.5352762504724826,2.0,0.0,0.0,3.0,50,1
100094,0,F,0,108000.0,113760.0,5301.0,90000.0,Higher education,Single,Pensioner,Unknown,1.0,N,Y,House / apartment,0.5827354769124312,0.4525335592581747,2.0,0.0,0.0,0.0,62,1000
100095,0,F,2,67500.0,135000.0,6750.0,135000.0,Secondary,Married,Working,Sales staff,4.0,N,Y,House / apartment,0.3045061145430549,0.5352762504724826,3.0,0.0,0.0,0.0,51,3
100096,1,F,0,81000.0,252000.0,14593.5,252000.0,Secondary,Married,Pensioner,Unknown,2.0,N,Y,House / apartment,0.0239523667712844,0.7209441499436497,2.0,0.0,0.0,0.0,67,1000
100097,0,M,0,157500.0,760225.5,30280.5,679500.0,Secondary,Married,Working,Unknown,2.0,Y,Y,House / apartment,0.3573422337147276,0.6446794549585961,2.0,0.0,0.0,0.0,48,6
100098,0,M,0,225000.0,270000.0,13500.0,270000.0,Secondary,Civil marriage,Working,Drivers,2.0,Y,N,House / apartment,0.5970811533321667,0.5352762504724826,2.0,0.0,0.0,0.0,47,2
100099,0,F,0,360000.0,733315.5,41076.0,679500.0,Secondary,Separated,Pensioner,Unknown,1.0,N,Y,House / apartment,0.6605789818593445,0.3425288720742255,2.0,0.0,0.0,3.0,63,1000
100100,0,M,2,202500.0,796396.5,38443.5,643500.0,Higher education,Married,Working,Managers,4.0,Y,Y,House / apartment,0.495765140717496,0.8245949709919925,2.0,0.0,0.0,2.0,43,2
100101,0,F,0,202500.0,343377.0,22072.5,283500.0,Higher education,Single,State servant,High skill tech staff,1.0,Y,Y,House / apartment,0.7162122102538987,0.5352762504724826,1.0,0.0,0.0,0.0,49,2
100102,0,F,1,126000.0,327024.0,10264.5,270000.0,Secondary,Single,Working,Laborers,2.0,N,N,House / apartment,0.6611083077510267,0.4776491548517548,2.0,6.0,0.0,0.0,39,0
100103,0,F,0,72000.0,450000.0,16965.0,450000.0,Secondary,Married,Working,Unknown,2.0,N,Y,House / apartment,0.7180575365896832,0.511891801533151,2.0,0.0,0.0,0.0,57,4
100104,0,F,0,90000.0,547344.0,30690.0,472500.0,Secondary,Married,Working,Waiters/barmen staff,2.0,N,Y,House / apartment,0.6446273721560554,0.5352762504724826,2.0,0.0,0.0,1.0,50,2
100105,0,F,0,193500.0,225000.0,23755.5,225000.0,Secondary,Married,Working,Managers,2.0,N,Y,House / apartment,0.2547599571469118,0.4118485559242397,2.0,0.0,2.0,4.0,54,24
100108,0,F,3,171000.0,545040.0,31288.5,450000.0,Secondary,Married,Working,Sales staff,5.0,N,Y,House / apartment,0.7566679797246073,0.6413682574954046,2.0,0.0,0.0,0.0,35,3
100110,0,M,3,135000.0,373140.0,25065.0,337500.0,Secondary,Married,Commercial associate,Laborers,5.0,Y,Y,House / apartment,0.6405493008893001,0.3280631605201915,2.0,0.0,1.0,2.0,29,2
100111,0,F,1,112500.0,862560.0,27954.0,720000.0,Secondary,Married,Commercial associate,Sales staff,3.0,Y,N,With parents,0.608604105963283,0.228883416700673,2.0,0.0,0.0,0.0,28,3
100112,1,M,0,315000.0,953460.0,64107.0,900000.0,Incomplete higher,Single,Commercial associate,Unknown,1.0,Y,Y,With parents,0.4323402118056743,0.0774985464900651,2.0,0.0,0.0,2.0,27,5
100113,0,M,0,76500.0,135000.0,6696.0,135000.0,Secondary,Single,Working,Low-skill Laborers,1.0,Y,N,House / apartment,0.5930185238421518,0.7898803468924867,2.0,0.0,0.0,2.0,41,21
100114,0,F,0,135000.0,284400.0,22599.0,225000.0,Higher education,Single,Commercial associate,Laborers,1.0,N,Y,House / apartment,0.1549370735653434,0.2650494299443805,2.0,0.0,0.0,2.0,29,1
100115,0,F,0,90000.0,315000.0,14683.5,315000.0,Secondary,Married,Working,Unknown,2.0,N,N,House / apartment,0.3343001962973505,0.5352762504724826,2.0,0.0,2.0,2.0,42,1
100116,0,F,0,243000.0,900000.0,32017.5,900000.0,Higher education,Married,Working,Core staff,2.0,N,Y,House / apartment,0.7002735745029195,0.0710551246687366,2.0,0.0,0.0,0.0,40,18
100118,0,F,0,90000.0,675000.0,26541.0,675000.0,Secondary,Widow,Pensioner,Unknown,1.0,N,Y,House / apartment,0.6263029188866104,0.5352762504724826,2.0,0.0,0.0,0.0,61,1000
100119,0,F,0,54000.0,180000.0,9000.0,180000.0,Secondary,Married,Working,Medicine staff,2.0,N,Y,House / apartment,0.5002642944981995,0.0774985464900651,2.0,0.0,0.0,0.0,30,6
100120,0,F,0,135000.0,781920.0,28215.0,675000.0,Higher education,Married,Working,Core staff,2.0,N,N,House / apartment,0.1699529509371729,0.1214082861631216,2.0,0.0,0.0,0.0,26,8
100121,0,M,0,126000.0,787131.0,26145.0,679500.0,Secondary,Married,Working,Low-skill Laborers,2.0,N,Y,With parents,0.5861504130199274,0.5814837058057234,3.0,0.0,0.0,1.0,46,1
100122,0,F,1,76500.0,808650.0,26217.0,675000.0,Higher education,Married,Commercial associate,Core staff,3.0,N,N,With parents,0.0472914244045298,0.4066174366275036,2.0,0.0,0.0,0.0,30,6
100123,0,F,0,103500.0,675000.0,19737.0,675000.0,Secondary,Widow,Working,Security staff,1.0,N,N,House / apartment,0.3993660764222056,0.6738300778602003,3.0,0.0,0.0,2.0,64,23
100124,0,M,0,225000.0,448272.0,28647.0,396000.0,Secondary,Widow,Pensioner,Unknown,1.0,N,Y,House / apartment,0.7103178570703124,0.5549467685334323,1.0,0.0,1.0,8.0,65,1000
100125,0,F,0,126000.0,263686.5,26208.0,238500.0,Secondary,Married,Pensioner,Unknown,2.0,N,N,House / apartment,0.5713305828391398,0.5549467685334323,2.0,0.0,0.0,2.0,59,1000
100126,0,M,2,135000.0,180000.0,9000.0,180000.0,Secondary,Married,Working,Unknown,4.0,N,Y,House / apartment,0.7050933282515942,0.5744466170995097,1.0,0.0,0.0,0.0,35,2
100127,0,M,0,112500.0,52128.0,5341.5,45000.0,Secondary,Married,Pensioner,Unknown,2.0,N,Y,House / apartment,0.6870034445422084,0.5352762504724826,2.0,0.0,0.0,0.0,58,1000
100129,0,F,1,85500.0,135000.0,6750.0,135000.0,Higher education,Married,Working,Unknown,3.0,Y,Y,House / apartment,0.6102072901939566,0.5352762504724826,3.0,0.0,0.0,0.0,25,0
100130,1,F,1,157500.0,723996.0,30802.5,585000.0,Incomplete higher,Separated,Commercial associate,Sales staff,2.0,N,Y,House / apartment,0.2820694905045227,0.1206410299309233,2.0,0.0,0.0,0.0,28,0
100131,0,F,0,270000.0,891072.0,45625.5,720000.0,Secondary,Single,Commercial associate,Realty agents,1.0,N,Y,House / apartment,0.7079724741176917,0.4525335592581747,1.0,0.0,0.0,4.0,37,3
100132,0,F,0,202500.0,1136439.0,73611.0,1089000.0,Secondary,Widow,Commercial associate,Cleaning staff,1.0,N,Y,House / apartment,0.7112888072636568,0.5971924268337128,1.0,0.0,0.0,1.0,64,2
100133,0,F,0,67500.0,384048.0,18810.0,270000.0,Secondary,Civil marriage,Working,Core staff,2.0,N,N,With parents,0.3167548800416005,0.5352762504724826,3.0,0.0,0.0,0.0,25,2
100134,0,F,0,202500.0,180000.0,9000.0,180000.0,Secondary,Married,Commercial associate,Secretaries,2.0,N,N,House / apartment,0.7492408359410063,0.6940926425266661,2.0,0.0,0.0,0.0,27,1
100135,0,M,0,135000.0,391194.0,26271.0,319500.0,Secondary,Married,Commercial associate,Laborers,2.0,N,Y,House / apartment,0.7206401576263843,0.3201633668633456,2.0,0.0,0.0,5.0,54,0
100136,0,M,1,157500.0,1571931.0,49356.0,1435500.0,Secondary,Married,State servant,Laborers,3.0,Y,N,House / apartment,0.6820166294931829,0.5352762504724826,1.0,0.0,0.0,1.0,43,0
100137,0,F,0,225000.0,891072.0,45625.5,720000.0,Secondary,Married,Pensioner,Unknown,2.0,Y,Y,House / apartment,0.0867193865852445,0.5352762504724826,3.0,0.0,0.0,0.0,55,1000
100138,0,M,0,135000.0,824823.0,29223.0,688500.0,Higher education,Married,Pensioner,Unknown,2.0,Y,N,House / apartment,0.6075618184170141,0.5726825047161584,1.0,1.0,0.0,0.0,39,1000
100139,0,F,1,157500.0,302341.5,24016.5,261000.0,Secondary,Married,Working,Unknown,3.0,N,N,House / apartment,0.6014083651352106,0.0963186927645401,2.0,0.0,0.0,3.0,36,6
100140,0,F,0,157500.0,675000.0,33750.0,675000.0,Higher education,Married,Commercial associate,High skill tech staff,2.0,N,N,House / apartment,0.7158609528990171,0.5352762504724826,2.0,0.0,0.0,0.0,25,2
100142,0,M,1,360000.0,579195.0,27994.5,468000.0,Higher education,Civil marriage,State servant,High skill tech staff,3.0,Y,Y,House / apartment,0.0648582778736916,0.3092753558842053,2.0,0.0,0.0,0.0,36,14
100143,0,M,0,162000.0,270000.0,13500.0,270000.0,Higher education,Married,State servant,Core staff,2.0,N,Y,House / apartment,0.6781247611812603,0.6832688314232291,2.0,0.0,0.0,4.0,62,9
100144,0,F,0,112500.0,535500.0,30028.5,535500.0,Secondary,Separated,Working,Sales staff,1.0,N,N,House / apartment,0.6116366959675879,0.5352762504724826,2.0,0.0,0.0,0.0,45,12
100145,0,F,1,202500.0,260725.5,16789.5,198000.0,Secondary,Separated,Working,Laborers,2.0,Y,Y,House / apartment,0.7464864055627681,0.7394117535524816,2.0,0.0,0.0,3.0,44,11
100146,0,M,0,117000.0,327024.0,12456.0,270000.0,Secondary,Married,Pensioner,Unknown,2.0,Y,Y,House / apartment,0.2823264042190451,0.7557400501752248,2.0,0.0,0.0,1.0,62,1000
100147,0,F,1,135000.0,518562.0,22099.5,463500.0,Secondary,Married,Working,Laborers,3.0,N,Y,House / apartment,0.4109070009841619,0.7380196196295241,2.0,0.0,1.0,4.0,44,7
100148,0,F,0,247500.0,755190.0,36459.0,675000.0,Secondary,Married,Commercial associate,Medicine staff,2.0,N,Y,House / apartment,0.6605593694772599,0.2115507642052577,2.0,0.0,0.0,0.0,44,23
100149,0,M,0,171000.0,539590.5,26374.5,445500.0,Secondary,Married,Working,Low-skill Laborers,2.0,Y,N,House / apartment,0.1644631394414229,0.0920128093981064,2.0,0.0,0.0,0.0,25,1
100151,0,M,0,135000.0,182016.0,11772.0,144000.0,Higher education,Single,Commercial associate,Accountants,1.0,N,N,House / apartment,0.6952191372191353,0.7295666907060153,2.0,0.0,1.0,1.0,45,3
100152,0,F,0,157500.0,254412.0,9720.0,166500.0,Secondary,Married,Working,Sales staff,2.0,N,Y,Municipal apartment,0.1654420733377721,0.7490217048463391,2.0,0.0,1.0,4.0,44,7
100153,0,M,0,202500.0,1107981.0,32526.0,967500.0,Secondary,Married,Working,Drivers,2.0,Y,Y,House / apartment,0.6680204349150283,0.3539876078507373,2.0,0.0,0.0,5.0,50,5
